LEA,District,In-District FTE Pupils,Out-of-District FTE Pupils,Total FTE Pupils,Administration,Instructional Leadership,Teachers,Other Teaching Services,Professional Development,"Instructional Materials, Equipment and Technology","Guidance, Counseling and Testing",Pupil Services,Operations and Maintenance,"Insurance, Retirement Programs and Other","Total
In-District Expenditures",Instructional Services,Total Expenditures,year
0010,Arlington,5330.1,142.8,5472.9,606.5673927,866.9079248,4849.06635,981.7628461,240.8936211,195.7464344,656.5277687,1165.409399,1162.867959,2296.412726,13022.16242,7790.904945,13984.11337,2016-17
0014,Ashland,2698.5,127.3,2825.8,401.309194,770.3076783,5360.25446,950.0468631,68.36301649,379.3471521,531.7123587,1112.371851,954.9964499,1855.596376,12384.3054,8060.031529,13091.58253,2016-17
0016,Attleboro,5757.4,430.5,6187.9,471.7436551,631.9490464,5371.655176,1168.515234,138.2753708,232.2326137,349.3916612,1227.670567,1180.109459,2220.451858,12991.99464,7892.019102,13377.55537,2016-17
0017,Auburn,2419.5,50.2,2469.7,337.1143459,1000.914664,4865.952275,1051.716607,234.1833065,361.1205208,458.549688,1229.976342,1013.624703,2424.401819,12977.55427,7972.437061,13371.14395,2016-17
0018,Avon,719.6,15.9,735.5,621.2479155,1123.27821,6169.986103,504.2259589,103.1309061,630.2918288,370.0986659,1050.936631,1248.265703,2624.530295,14445.99222,8901.011673,14743.97825,2016-17
0020,Barnstable,4871,736.4,5607.4,702.4285711,1220.234781,5797.730844,1608.581579,92.00137343,408.5348963,486.428606,1721.310443,1275.526303,2365.442607,15678.22,9613.51208,15555.87693,2016-17
0023,Bedford,2529.7,83,2612.7,747.4708819,1244.773985,7393.194478,982.2809661,248.1252757,389.1176622,488.4368107,1271.119741,1131.216219,2324.903744,16220.63976,10745.92918,18108.65563,2016-17
0024,Belchertown,2350,173.7,2523.7,526.3418851,839.5424809,4565.715566,1148.247332,145.9230894,340.8624383,452.1065106,1380.489647,1157.526447,1942.420191,12499.17559,7492.397417,12823.29693,2016-17
0025,Bellingham,2263.7,203.3,2467,379.9491982,782.2706189,5266.398816,1407.659584,173.662146,251.7246102,393.583072,1513.756682,1345.159253,2331.209966,13845.37395,8275.298847,14351.2951,2016-17
0026,Belmont,4324.9,99.3,4424.2,373.1576991,869.96208,5119.431455,865.1023145,129.6060025,470.2483294,335.8364355,822.4907613,1010.305376,1954.858771,11950.99922,7790.186617,13348.83231,2016-17
0027,Berkley,918.7,less than 6,923.6,452.6504844,892.519865,4801.311636,957.6042234,207.5345597,595.0136062,123.9849788,1021.076521,860.9687602,1479.202133,11391.86677,7577.968869,11416.25054,2016-17
0028,Berlin,186,8.9,194.9,1090.919355,1561.72043,6994.430108,1830.11828,120.655914,1031.553763,389.516129,1199.123656,1944.05914,3195.016129,19357.1129,11927.99462,19319.74346,2016-17
0030,Beverly,4495.7,191.7,4687.4,608.9094023,646.448384,5078.434504,1149.043797,84.39664568,202.2131414,461.8862469,1045.946329,777.8357097,2526.410125,12581.52429,7622.422719,13688.97763,2016-17
0031,Billerica,4941.1,314,5255.1,328.0223027,772.6658032,6009.971464,1200.327053,259.1949161,301.9457206,658.657384,1228.106292,1208.593431,2532.292607,14499.77697,9202.76234,15236.80862,2016-17
0035,Boston,55864.4,13084.3,68948.7,695.4852278,1493.61145,7041.712928,2222.64281,400.6647225,811.0209285,345.4633477,2509.771277,1232.690284,3559.204872,20312.26785,12315.11619,19325.09005,2016-17
0036,Bourne,2007.2,221.5,2228.7,419.3949133,985.8337086,5695.72487,1177.836788,182.2384416,272.4078318,432.7745118,1287.318404,878.5951226,3397.067557,14729.19215,8746.816152,15182.84532,2016-17
0038,Boxford,738.4,7.4,745.8,631.4572048,1262.076111,6774.07909,1526.373239,148.464247,634.2510834,354.5287107,1246.600758,1309.67091,2760.53494,16648.03629,10699.77248,17036.59024,2016-17
0039,Boylston,303.8,30,333.8,658.7491771,905.1250823,5259.203423,1192.251481,131.6984858,493.6504279,258.4628045,984.4272548,892.2843976,1688.285056,12464.13759,8240.391705,13076.0695,2016-17
0040,Braintree,5746,104.4,5850.4,540.462788,718.2916133,5515.46381,1197.660931,38.04865298,233.0298434,518.4743926,1229.799326,1234.238743,2017.951279,13243.42138,8220.969243,14111.60265,2016-17
0041,Brewster,474.7,36.8,511.5,1179.763219,1220.183379,7041.422878,3060.166126,187.1179271,564.4092901,428.3821782,1406.549063,1331.493533,3850.119507,20269.6071,12501.68178,19721.47912,2016-17
0043,Brimfield,298.7,7.1,305.8,487.7569468,598.5202544,6071.941748,1797.549381,141.6772682,197.9377302,324.9849347,1424.034148,1183.997322,1160.38835,13388.78808,9132.611316,14953.23741,2016-17
0044,Brockton,17014.6,762.3,17776.9,556.5484478,1084.087806,5378.928233,962.1587872,61.56599685,330.2151687,446.4594484,1279.862093,1072.480593,2528.435455,13700.74203,8263.41544,14209.97166,2016-17
0045,Brookfield,322.9,less than 6,325.5,479.204088,663.4995355,4809.393001,1346.831836,135.1687829,312.9885413,177.9157634,1115.301951,1156.203159,1370.910499,11567.41716,7445.797461,12165.64055,2016-17
0046,Brookline,7640.1,69.9,7710,850.1717255,1432.960956,7339.551577,1650.666745,309.9773563,554.412115,657.2760828,957.668952,1408.716247,3214.981427,18376.38318,11944.84483,18866.22972,2016-17
0048,Burlington,3475.9,102.4,3578.3,474.0842544,1679.311893,8404.159711,1101.148396,316.2616128,398.4359044,433.1372565,1217.005389,1530.480621,2809.48071,18363.50575,12332.45477,19865.87016,2016-17
0049,Cambridge,6521.4,655.7,7177.1,1244.286586,1940.145898,8234.331254,2376.391689,970.8690312,897.3122811,911.788803,2337.700662,1779.952929,5890.935525,26583.71466,15330.83896,28077.20235,2016-17
0050,Canton,3280.1,72.7,3352.8,364.1291424,708.7024786,6008.706442,1141.949636,81.41779214,302.583153,622.3218804,1316.517789,1050.786561,2688.638456,14285.75333,8865.681382,15396.90811,2016-17
0051,Carlisle,606.5,11,617.5,1110.844699,950.1681946,8518.761105,2105.178697,670.7955482,704.2742951,470.9996043,1398.815532,1808.429514,1316.12465,19054.39184,13420.17744,19709.15278,2016-17
0052,Carver,1626.9,58.4,1685.3,457.4738275,958.6026738,5281.917672,1122.866691,210.3871227,335.7483189,501.4037372,1232.088647,953.4624501,2803.435411,13857.38655,8410.926216,14554.63782,2016-17
0056,Chelmsford,4933.9,275,5208.9,416.3521413,675.8483512,5484.538594,948.6820791,21.32170899,910.1698129,328.192357,1584.184556,710.6748414,2063.402501,13143.36694,8368.752903,14215.50661,2016-17
0057,Chelsea,6362.5,885.5,7248,491.5544935,925.0479686,4384.45743,887.0118823,545.9923588,495.1680896,388.9099109,1520.841712,1119.094974,2581.298182,13339.377,7626.58764,14334.31629,2016-17
0061,Chicopee,7578.6,364.1,7942.7,504.9425685,1134.410313,5847.479614,1134.231388,297.0834983,163.680627,254.0865067,1797.556277,1001.129232,2065.841316,14200.44134,8830.971947,14281.03463,2016-17
0063,Clarksburg,163.7,49.1,212.8,606.0598656,1053.158216,5876.469151,2039.529627,246.6646304,345.6627978,249.0470373,1515.708613,687.9169212,2739.828955,15360.04582,9810.53146,14911.8938,2016-17
0064,Clinton,1843.8,324.7,2168.5,327.8833984,652.5766406,5175.778306,1155.181864,49.45493004,191.8064378,403.644072,1092.84917,939.765788,1934.439202,11923.37981,7628.44225,13215.00604,2016-17
0065,Cohasset,1643,21.4,1664.4,724.5221059,846.2487827,5943.12053,967.5029519,101.226762,252.9516007,463.3761716,1056.060097,1252.607614,2616.592708,14224.20932,8574.426799,14921.88097,2016-17
0067,Concord,2077.3,37.1,2114.4,866.0612333,938.3874549,7453.449815,2633.466293,199.2220671,1013.380065,481.1955423,1387.81643,1405.461416,1633.23545,18011.67577,12719.10124,18856.5503,2016-17
0068,Conway,151.9,15.5,167.4,588.6965109,1836.00395,5178.492429,3289.190257,237.8999342,799.2034233,510.2699144,1616.563529,1349.453588,2233.719552,17639.49309,11851.05991,16956.89367,2016-17
0071,Danvers,3571.5,114.9,3686.4,582.1097858,827.247851,5974.002419,761.8767241,353.3453423,282.9883102,489.1520426,1174.899339,1335.43139,2432.494291,14213.5475,8688.612689,15105.37866,2016-17
0072,Dartmouth,3665.5,72.2,3737.7,421.6265939,747.84586,5596.54957,895.6434647,81.86738508,318.6231783,494.177381,1266.626108,1075.478453,2343.541179,13241.97917,8134.706839,13957.81333,2016-17
0073,Dedham,2696.6,92.7,2789.3,915.974301,1012.967667,6686.311537,1555.516688,283.5352444,399.8056219,551.2565712,1323.976292,1381.063013,3364.242976,17474.64991,10489.39333,18724.33297,2016-17
0074,Deerfield,398.8,31.4,430.2,539.1248746,1110.065196,5829.849549,2417.141424,246.0481444,739.2678034,381.0330993,867.2417252,929.6514544,1803.440321,14862.86359,10723.40522,14875.30219,2016-17
0077,Douglas,1443.2,68.1,1511.3,492.9777924,754.3573794,4310.598233,1173.051275,36.31193875,242.4360172,341.1115992,1214.097346,1081.52342,1679.789225,11326.25423,6857.866443,12646.35345,2016-17
0078,Dover,480.6,11.5,492.1,1398.994299,1002.377466,7303.614628,1804.079754,85.17270079,519.1914066,411.741573,873.351186,1467.284603,3344.699521,18210.50714,11126.17753,23232.55412,2016-17
0079,Dracut,3591.7,314.2,3905.9,365.1276554,511.5059721,4194.59838,777.3369157,129.9120194,188.9904502,236.6951583,1208.389064,1003.527856,2396.87279,11012.95626,6039.038895,11781.81187,2016-17
0082,Duxbury,3169.5,41.7,3211.2,480.2541347,834.926389,5710.560921,1094.751201,67.9664679,429.5412084,412.4306452,1236.791806,835.4043761,2101.034573,13203.66172,8550.176832,13607.34834,2016-17
0083,East Bridgewater,2290.1,66.2,2356.3,477.0678136,555.7779136,4216.971748,745.7997467,21.47548142,97.5228156,368.8345487,1100.008602,877.3760971,1510.29824,9971.133007,6006.382254,10970.83508,2016-17
0085,Eastham,169.7,14.4,184.1,1082.874484,1642.754685,10951.6442,4041.90053,317.7928108,517.039835,486.7309959,2045.403064,1973.631408,4786.34944,27846.12145,17957.86305,26001.17768,2016-17
0086,Easthampton,1534.7,345.3,1880,595.5870789,812.2081319,4766.953522,836.4799244,119.8551834,258.9102496,464.4452597,1185.649743,1096.020356,2259.663139,12395.77259,7258.852271,13082.72453,2016-17
0087,East Longmeadow,2638.6,79.9,2718.5,649.4148147,667.3402562,5615.691643,1420.598044,286.9650572,338.1730084,504.8150534,1180.555279,712.4918479,2342.05033,13718.09533,8833.583063,14359.40689,2016-17
0088,Easton,3705.3,73,3778.3,416.9502496,699.0661026,5312.670688,1116.21344,106.0286455,272.6431841,437.7437994,1123.542385,910.9657383,1872.25962,12268.08385,7944.36586,13093.17565,2016-17
0089,Edgartown,358.4,69.9,428.3,581.983817,1976.509487,9925.811942,3039.165737,193.4375,796.6685268,748.7388393,1652.463728,2001.819196,5651.732701,26568.33147,16680.33203,24705.97945,2016-17
0091,Erving,130,109.4,239.4,1004.376923,1639.661538,9409.746154,4942.369231,241.3538462,653.4153846,557.8384615,1666.276923,2090.430769,5414.938462,27620.40769,17444.38462,21499.23141,2016-17
0093,Everett,7083.3,680.5,7763.8,324.6075982,1227.069304,5669.788375,1083.898607,235.428402,342.0109271,302.3789759,1135.434473,894.466421,2029.062301,13244.14538,8860.574591,13954.56954,2016-17
0094,Fairhaven,2023.8,47.5,2071.3,463.5336002,751.4162615,4705.97771,752.8635685,49.45599862,468.9810713,433.5764502,1077.781682,990.6614488,1834.367378,11528.61517,7162.27106,12233.25594,2016-17
0095,Fall River,10116.8,1475.9,11592.7,443.0178515,1007.4914,4918.237091,940.7038787,432.5682034,333.4278626,441.9144393,1700.575775,1083.664301,3115.90671,14417.50751,8074.342875,14633.9888,2016-17
0096,Falmouth,3518.9,159.6,3678.5,399.8044844,1129.086078,6301.737759,1069.248345,100.6340049,503.2791497,575.2848902,1379.39214,1384.631277,2847.675126,15690.77325,9679.270226,16473.49898,2016-17
0097,Fitchburg,5070.2,741.5,5811.7,512.9916611,808.6527533,5008.269058,884.914313,326.9693973,385.6549544,364.1186028,1658.801889,825.3196166,2381.618082,13157.31033,7778.579079,13814.39458,2016-17
0098,Florida,83.2,25.8,109,774.3870192,1897.800481,6276.875,1882.920673,164.6033654,343.6778846,197.8245192,1658.713942,1207.536058,4846.370192,19250.70913,10763.70192,18237.48624,2016-17
0099,Foxborough,2604,142.4,2746.4,843.0540284,1065.799965,6532.013894,959.68303,267.1877266,256.5073541,560.9596198,1318.924017,1335.813606,2396.792627,15536.73587,9642.15159,16067.7652,2016-17
0100,Framingham,8545.4,684,9229.4,779.1082922,1256.125167,6599.763264,1526.10773,120.5378332,228.7910455,488.9720785,1658.872727,1103.245138,3108.647928,16870.1712,10220.29712,18088.21299,2016-17
0101,Franklin,5443.2,505.1,5948.3,323.1775426,735.1495444,5651.026969,942.0618386,277.0814962,271.2238132,359.5759847,1151.706717,1129.441138,1664.332929,12504.77797,8236.119647,13310.36203,2016-17
0103,Gardner,2398.5,290.2,2688.7,493.6781322,637.9061914,4843.582839,940.8446946,182.0254326,342.3581405,533.2503648,1286.434146,829.2879591,2436.727788,12526.09569,7479.967663,12449.98475,2016-17
0105,Georgetown,1454.3,44.9,1499.2,580.8711958,839.2638108,5110.807227,1199.210961,131.7125765,253.3713539,369.1797428,1204.855759,910.44792,1915.022059,12514.7426,7903.545671,13097.30555,2016-17
0107,Gloucester,2895.3,368.4,3263.7,774.9042206,932.8137879,6609.388785,1268.149432,283.4127379,545.3954927,343.1056195,1045.397541,1401.728001,3188.156039,16392.45166,9982.265855,16398.36461,2016-17
0110,Grafton,3173.4,132.8,3306.2,402.4803271,877.3735394,5070.718505,1075.486021,129.1850295,150.1332577,247.4843795,1151.542087,913.6814584,1162.798065,11180.88267,7550.380732,11408.64177,2016-17
0111,Granby,811.5,95,906.5,689.8669131,809.853358,5197.386322,1230.926679,50.26617375,274.241528,825.4651879,1822.324895,853.8163894,1552.248922,13306.39637,8388.139248,14557.63045,2016-17
0114,Greenfield,1617.8,460.1,2077.9,799.4418346,1005.993942,5952.708617,1493.401533,219.9289158,481.7981209,178.5875881,1701.447645,1392.911361,3224.083941,16450.3035,9332.418717,15960.35228,2016-17
0117,Hadley,616.5,118.9,735.4,774.2510949,1068.170754,5256.426667,827.9899108,197.6503812,316.6609732,350.6911598,1487.867473,869.9734631,1757.89163,12907.57351,8017.589846,13185.52643,2016-17
0118,Halifax,543.4,35.7,579.1,596.6246411,546.0970924,5572.867685,708.2723776,133.9331984,411.2882223,283.3167464,907.0520059,990.6958042,1312.550147,11462.69792,7655.775322,15074.96448,2016-17
0121,Hancock,41.9,40.1,82,894.5415274,3082.924582,8137.906205,1934.671838,178.8544153,328.1630072,,2175.622434,896.8312649,589.6608592,18219.17613,#¡VALOR!,16465.20671,2016-17
0122,Hanover,2612.5,57.9,2670.4,761.4859062,782.7460938,6142.337397,811.3504,51.61950239,362.079089,415.8227177,1596.538454,1102.067246,1143.983426,13170.03023,8565.9552,13526.15489,2016-17
0125,Harvard,1140.9,48.1,1189,474.8663336,1431.995793,6356.795512,861.1596108,369.1682005,588.0646858,312.5953195,1442.685989,943.1632921,2453.058989,15233.55372,9919.779122,16388.66947,2016-17
0127,Hatfield,441.7,60.8,502.5,944.1657233,864.3536337,5604.706815,1302.447362,243.0359973,164.0729002,503.0359973,1524.247227,1712.800543,1328.824994,14191.69119,8681.652705,14367.47264,2016-17
0128,Haverhill,7308.5,1224.9,8533.4,457.3239379,683.9181775,4716.08839,944.4753369,101.0476842,412.0199767,524.2752959,1364.865431,792.7403708,2631.231443,12627.98604,7381.824861,12642.69201,2016-17
0131,Hingham,4285.3,67.3,4352.6,338.220778,887.986372,5600.420741,1269.221758,79.78881292,186.0562854,530.5322848,1029.874221,920.9009871,1351.643292,12194.64553,8554.006254,13009.85721,2016-17
0133,Holbrook,1175.9,73.7,1249.6,907.4037928,844.8085977,4896.756799,848.685628,43.5059699,206.8184284,446.1822009,1325.760481,907.238283,2964.652487,13391.81267,7286.757624,15040.8435,2016-17
0135,Holland,228.2,less than 6,230.7,527.3970202,706.4592463,5198.935145,1466.205083,122.6599474,143.150745,304.6450482,1222.68624,1119.474145,1567.546012,12379.15863,7942.055215,14113.20329,2016-17
0136,Holliston,2888.6,86.1,2974.7,371.0123901,1099.421114,5580.573873,1048.055148,214.1030603,164.3224922,513.3861075,879.8343454,911.7843454,1169.834314,11952.32719,8619.861795,13211.03081,2016-17
0137,Holyoke,5340.6,1265.7,6606.3,543.8412426,1472.257709,5057.084314,1973.463843,528.9333595,506.6573849,457.5286728,2215.596038,1482.786374,2270.95065,16509.09959,9995.925284,16393.09329,2016-17
0138,Hopedale,1176.9,75.8,1252.7,474.9001614,788.1714674,4900.973745,1450.041635,75.68272581,281.4368256,491.0085819,1060.898972,831.6198403,2080.729034,12435.46299,7987.31498,12822.34485,2016-17
0139,Hopkinton,3425.6,78.3,3503.9,767.5793438,624.3654659,6305.276746,1095.439158,97.30037366,515.3347238,519.1280739,1263.908469,884.3266639,1712.096211,13784.75523,9156.844541,14127.43613,2016-17
0141,Hudson,2788.7,170.2,2958.9,699.4483846,811.691211,6312.406498,1492.455624,410.2899559,286.2145588,503.4822677,1344.990641,1035.700147,1692.130025,14588.80931,9816.540115,15528.96474,2016-17
0142,Hull,958.5,75,1033.5,1205.271779,1355.071466,7353.592071,622.9650496,108.6510172,588.9099531,564.6531038,1933.599374,1655.102765,3095.364632,18483.18121,10593.84266,18768.94261,2016-17
0144,Ipswich,1803.5,59.4,1862.9,626.8172609,1052.533934,6010.314683,1486.104863,274.1308955,697.9137732,491.6085223,1179.800477,754.7478958,2315.829698,14889.802,10012.60667,15575.4622,2016-17
0145,Kingston,1064,50.5,1114.5,333.8793233,544.244953,4238.338994,725.3211936,107.3340038,420.5439286,372.1856391,1023.034342,1236.199276,1211.486598,10212.56825,6407.968712,13310.59492,2016-17
0148,Lanesborough,205.5,25.1,230.6,535.9026764,1209.961071,5532.43309,2211.265207,53.06569343,519.4890511,273.2554745,1304.092457,1248.59854,4781.187348,17669.25061,9799.469586,17314.00694,2016-17
0149,Lawrence,13646.1,1750.6,15396.7,458.7833051,1764.810407,5346.634103,1057.905457,147.0511721,350.2265013,370.49025,1766.278533,993.0860151,2521.607511,14776.87325,9037.117891,15127.43706,2016-17
0150,Lee,685.1,107,792.1,492.4807619,921.4446066,6497.994059,1849.499577,266.3134433,251.5030652,564.6405342,1592.030769,1719.514348,3994.268457,18149.68962,10351.39529,16888.44002,2016-17
0151,Leicester,1599.6,142.4,1742,650.323831,767.871968,4725.476994,805.0875219,316.2740685,261.2428107,469.9156039,1323.105151,926.9207927,1836.936109,12083.15485,7345.868967,13116.00879,2016-17
0152,Lenox,737.4,55.5,792.9,811.2633171,999.9278004,7710.713398,1345.956943,199.9188907,835.3887171,452.3457282,1333.437185,2027.49665,3567.914388,19284.36302,11544.25148,18526.3547,2016-17
0153,Leominster,6028.6,504.3,6532.9,442.1786153,734.3920645,5062.609727,1206.428026,208.9732276,369.3597187,405.0101184,1232.175132,730.1519424,2429.378463,12820.65703,7986.772883,13301.95625,2016-17
0154,Leverett,134.9,6.4,141.3,841.8383988,1344.395849,6967.116383,2281.386212,198.8510007,329.6293551,304.4699778,1396.515938,1706.923647,2936.968125,18308.09489,11425.84878,17814.76999,2016-17
0155,Lexington,6913.1,113.1,7026.2,678.2751588,1453.956702,6489.007868,1883.877709,287.4168488,399.4482649,737.4744799,1364.143543,1025.422039,2621.540987,16940.5636,11251.18187,18002.57838,2016-17
0157,Lincoln,1204.7,23.9,1228.6,1180.815971,1633.018179,8618.4107,2226.508674,407.3649373,640.7288786,493.2688636,1304.797277,1515.026878,2944.100149,20964.04051,14019.30023,21798.63064,2016-17
0158,Littleton,1627,132.3,1759.3,662.6969269,769.1212907,4974.663675,1300.235532,247.3510203,304.9909465,514.908531,958.0667056,1186.590805,2071.077947,12989.70338,8111.270996,14349.13879,2016-17
0159,Longmeadow,2865.5,66.1,2931.6,682.8423382,739.5185657,5813.117163,1324.085238,333.8927657,315.4133834,533.2404816,887.7920886,1187.472336,1834.698838,13652.0732,9059.267597,14856.01524,2016-17
0160,Lowell,14085.4,1810.1,15895.5,438.0873088,903.2705177,5740.813175,1200.925634,82.58327559,790.67811,305.1589511,1502.218234,700.527963,2546.290856,14210.55402,9023.429663,14411.77293,2016-17
0161,Ludlow,2659.7,99.5,2759.2,602.7051472,927.5693875,5300.746554,1330.582363,165.2504568,468.0735534,429.2608302,1479.789015,895.1993232,3026.138136,14625.31477,8621.483145,15025.77495,2016-17
0162,Lunenburg,1567.3,142.5,1709.8,478.0986346,763.4063868,5086.844152,1285.824539,65.75384419,132.3801952,357.8515472,1107.487233,886.6518982,2247.42332,12411.72175,7692.060665,12982.31501,2016-17
0163,Lynn,15189.2,1560.9,16750.1,445.7977965,708.8857234,5140.851611,971.615405,190.5317337,512.9695112,317.0620467,1228.267454,1276.811106,2622.623386,13415.41577,7841.916031,13785.21352,2016-17
0164,Lynnfield,2231.5,19.4,2250.9,526.4996639,940.5583688,6134.181492,867.6782433,83.71543805,284.6287251,414.3692583,1354.046157,1127.824333,2222.611696,13956.11338,8725.131526,14501.94855,2016-17
0165,Malden,6576.1,967.5,7543.6,437.5918858,963.6506014,5812.500757,956.6021974,15.46509633,462.1346269,426.2455741,980.8534527,887.4885783,2155.201172,13097.73394,8636.598853,13887.61134,2016-17
0167,Mansfield,4007.7,154.4,4162.1,386.4757741,907.4257928,5828.55066,1246.88054,295.4482222,286.5353794,469.2789555,1261.737772,881.4053647,2247.74929,13811.48775,9034.11955,14456.97476,2016-17
0168,Marblehead,3185.2,217.7,3402.9,380.3243124,926.9386538,5927.452593,1498.369989,105.2056386,372.5777848,529.3909331,919.1225041,1194.055318,2643.458496,14496.89622,9359.935593,14709.95,2016-17
0169,Marion,441.7,11.7,453.4,474.6412044,800.0529998,6368.235816,1419.525221,156.2917138,460.0720851,658.8841521,1000.94974,1205.659633,2410.486756,14954.79932,9863.061988,15899.1307,2016-17
0170,Marlborough,4523.4,677.5,5200.9,551.3882522,1069.335741,6285.943991,1486.086703,398.7381129,415.8022903,500.8317526,1482.367931,1140.945784,2352.196279,15683.63684,10156.73859,16196.99481,2016-17
0171,Marshfield,4214.8,94.6,4309.4,496.9890102,864.7541639,5505.426784,1330.722338,52.44149189,268.0230996,431.4300797,1032.262103,811.840652,1118.793917,11912.68364,8452.797957,12646.04688,2016-17
0172,Mashpee,1625.3,147.1,1772.4,751.6759983,830.8090814,6155.287024,1286.649849,334.680982,655.4771427,708.565188,1685.234726,1221.794746,2583.374762,16213.5495,9971.469267,16454.45216,2016-17
0173,Mattapoisett,480.1,16.7,496.8,476.1843366,1050.21935,6335.847074,1532.519746,119.978567,240.0364924,528.1614455,1031.894126,1261.868111,3275.468027,15852.17728,9806.762674,16991.94736,2016-17
0174,Maynard,1419.3,106.5,1525.8,930.1578243,1137.56852,5125.608399,1532.422321,295.589375,219.917565,566.7230325,1104.291552,1080.083844,2682.606214,14674.96865,8877.829212,14889.32888,2016-17
0175,Medfield,2598.5,37.7,2636.2,606.2034135,873.4477083,5981.725761,1080.1992,252.1407889,361.2681239,428.3303059,1261.923918,1133.782728,1632.916406,13611.93835,8977.111888,14325.24438,2016-17
0176,Medford,4339.9,435.3,4775.2,516.6303002,1520.18785,6913.671753,1101.458734,12.61453951,584.1815341,253.31068,1378.813473,1135.630346,3250.889421,16667.38863,10385.42509,17043.82401,2016-17
0177,Medway,2351.6,105.7,2457.3,343.6961431,1080.354958,5232.183726,910.1496768,273.161809,193.7843681,477.3828755,984.2606821,1368.444463,1966.015687,12829.43439,8167.017414,13876.64405,2016-17
0178,Melrose,3741.6,305.5,4047.1,471.0529479,842.2301956,4360.480786,980.9723113,109.6587663,204.8061257,280.535867,1192.195304,841.5337342,2182.704458,11466.1705,6778.684052,12003.10232,2016-17
0181,Methuen,6940.4,255.2,7195.6,366.5455882,919.8907469,5449.576249,909.7804161,82.77390352,189.721774,417.544666,1490.721284,885.4766296,1732.335024,12444.36628,7969.287756,13392.61531,2016-17
0182,Middleborough,3000.5,131,3131.5,328.7289852,930.6309348,5303.357364,1027.081883,145.2847525,290.8921513,449.9952275,1553.967205,1100.439903,2511.034928,13641.41333,8147.242313,14137.72578,2016-17
0184,Middleton,702.4,6.4,708.8,668.1648633,1220.985194,6159.765091,1776.640091,120.8570615,582.8160592,291.4037585,1575.820046,1303.453872,2084.763667,15784.6697,10152.46726,16142.37444,2016-17
0185,Milford,4097.3,281,4378.3,361.6774412,779.5681156,5967.771205,904.5691309,97.19601933,273.1196251,496.3932443,1204.080848,917.2076294,2471.474727,13473.05799,8518.617341,13883.19066,2016-17
0186,Millbury,1708.9,52.4,1761.3,371.4845807,827.4983908,5747.185909,1024.188659,162.7181228,421.5033062,436.0933934,1390.859617,1207.899146,2836.854702,14426.28583,8619.187782,15268.3242,2016-17
0187,Millis,1337.8,61.8,1399.6,723.7440499,914.1367319,5555.398423,1502.676394,118.9372103,362.605524,346.5229855,1126.009792,930.2163851,2056.006129,13636.25363,8800.277269,14336.61319,2016-17
0189,Milton,4080,75,4155,496.7702279,1090.320583,5682.303771,930.2331985,134.7746593,301.919348,357.1346495,1058.080968,1020.897801,2275.344061,13347.77927,8496.68621,14387.57117,2016-17
0191,Monson,1035.6,63.7,1099.3,518.5380456,1355.85844,4722.395713,1520.189262,264.7093472,376.4522982,598.8538046,1751.22248,968.2667053,2167.215141,14243.70124,8838.458864,14854.48285,2016-17
0196,Nahant,150.6,147.8,298.4,2066.826029,1234.966799,4941.414343,1232.656042,62.88844622,963.877822,706.2682603,732.6826029,2218.658699,2699.594954,16859.834,9142.071713,14982.34584,2016-17
0197,Nantucket,1553.8,8.9,1562.7,697.6213155,1270.253572,7410.437637,1577.708199,554.641524,754.1897284,554.259879,1481.812975,2000.365555,4556.819546,20858.10993,12121.49054,21236.62521,2016-17
0198,Natick,5372.8,168.6,5541.4,662.215357,860.4580479,4984.683562,1188.778477,155.0005584,384.5694982,447.4318791,1567.672257,929.046741,2017.310173,13197.16655,8020.922022,14290.63746,2016-17
0199,Needham,5583.2,94.7,5677.9,664.0541374,1290.987869,6230.216542,1113.12282,179.8223402,666.0963784,548.5612677,1138.657773,1236.569406,2551.861728,15619.95026,10028.80722,16546.96395,2016-17
0201,New Bedford,12615.3,1151.2,13766.5,374.6512568,687.3857142,5084.226455,674.2488883,168.2821653,317.1274563,714.8216848,1676.917235,822.8907755,2509.794481,13030.34611,7646.092364,13256.96773,2016-17
0204,Newburyport,2292.3,226.1,2518.4,510.9499586,1071.837539,6263.251895,893.0792785,175.2892466,285.1173276,367.8465559,1301.656306,917.9303712,2972.151546,14759.11002,9056.421843,15306.61683,2016-17
0207,Newton,12635.2,171.7,12806.9,598.7438268,1193.299354,6717.900864,2279.758136,413.0898601,422.8949285,708.7630588,1230.68784,1226.053565,3081.13255,17872.32398,11735.7062,18778.66463,2016-17
0208,Norfolk,913.4,13,926.4,750.8386249,1045.677688,6070.00219,1713.563608,305.601051,392.9297132,326.4648566,1270.422597,1025.014233,1966.988176,14867.50274,9854.239107,15193.47906,2016-17
0209,North Adams,1440,180.1,1620.1,599.0357153,2160.868569,4861.061111,1356.383271,107.8767083,259.79325,377.3691111,1536.232917,1085.329708,3323.527257,15667.47762,9123.352021,15586.86046,2016-17
0210,Northampton,2621.3,328.4,2949.7,586.8340137,786.8675848,4965.322168,1456.800824,338.7891504,360.9266395,503.6920612,1102.264144,1324.461527,2260.326174,13686.28429,8412.398428,14260.26274,2016-17
0211,North Andover,4684.3,103.2,4787.5,373.1461286,653.6404991,5045.529475,913.9263455,37.5208505,178.4853062,312.9201866,1221.551762,889.7709412,1812.954422,11439.44592,7142.022663,12638.60563,2016-17
